,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
4544,yawjmy,2022年08月22日 10:46,//weibo.com/5438757144/M2bHT4x0N?refer_flag=1001030103_,#重庆山火##川渝人民要哭了# 渣浪能不能把热搜送上去啊！！人民生命安全最重要啊！！真服了🙏🙏🙏重庆挺住！！！川渝人民挺住！！！ ​,None,0,0,1
4545,Carina22_,2022年08月22日 10:46,//weibo.com/6351777135/M2bHT3pkQ?refer_flag=1001030103_,#重庆山火#一切平安 ​,None,0,0,1
4546,M的大树,2022年08月22日 10:46,//weibo.com/7411435944/M2bHReK2S?refer_flag=1001030103_,啊啊啊啊啊啊重庆好可怜啊那么热的天又是山火 又是疫情呜呜呜呜呜呜呜呜呜呜呜呜呜 ​,ip,0,2,0
4547,酒店之家APP,2022年08月22日 10:46,//weibo.com/7774845880/M2bHR0sox?refer_flag=1001030103_,#重庆山火# 还能不能好好过个暑假了，就剩几天了，还想去重庆来着，毕竟每年至少都要去一次，重庆人民今年实惨，本来夏天就热！今年又格外干旱，真希望老天有眼重庆能早点脱离困境，下三天暴雨，不要再有火灾！也不再不限电！！球球了！@人人爱重庆 @新浪重庆 @重庆发布 @重庆广电-第1眼 @重庆吃喝玩乐榜 收起d,blue,0,0,0
4548,众兴正道,2022年08月22日 10:46,//weibo.com/7362005757/M2bHPrbcU?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ​,blue,0,0,0
4549,盐渍凤梨c,2022年08月22日 10:46,//weibo.com/5658163038/M2bHLj1XH?refer_flag=1001030103_,#重庆山火# ​,None,0,0,0
4550,新浪重庆,2022年08月22日 10:46,//weibo.com/2208446650/M2bHLldYz?refer_flag=1001030103_,#重庆多处山火得到有力压制#【重庆多处山火经全力扑救得到有力压制】 8月18日以来，由于持续高温干旱，我市江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。火灾发生后，市委市政府主要领导第一时间坐镇调度指挥灭火工作，市政府相关负责同志分赴火情一线，市区两级迅速启动应急预案，共调集5000余名市区两级应急局专业救援队、森林消防、武警部队、消防救援及当地干部群众全力灭火，市应急局航空救援总队投入7架直升机开展空中灭火，共转移群众540户1500余人，通过科学调度、沉着应对，空中力量、地面力量协调配合，灭火人员克服重重困难，目前，各处山火得到有力压制，暂无人员伤亡，灭火救援及余火清理、原因调查、过火面积复核等工作正在有序进行。据了解，今年是我市1961年来最严重的极端连晴高温天气，起火点均为山势陡峭处，加上风大风向不定形成乱流等非常不利因素，给灭火工作增加极大的难度。（来源：重庆日报） 收起d,blue,21,29,26
4551,Ling棣,2022年08月22日 10:45,//weibo.com/6128228405/M2bHKuaFu?refer_flag=1001030103_,#重庆山火#愿平安🙏 ​,yellow,0,0,0
4552,大脸猫IKUN,2022年08月22日 10:45,//weibo.com/6573312747/M2bHJeVkw?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#一定要平平安安，都辛苦了🙏 ​,None,0,0,3
4553,虎老打晚丶今,2022年08月22日 10:45,//weibo.com/5953177970/M2bHI8uuS?refer_flag=1001030103_,#重庆山火#🙏🙏 ​,yellow,0,0,0
4554,白驼山少主包子,2022年08月22日 10:45,//weibo.com/1552699463/M2bHEhWJY?refer_flag=1001030103_,前天统计重庆九处山火，烧毁了多少农民的房子…生灵涂炭啊…我老公家昨天都能看见界石的火烧过来了 L白驼山少主包子的微博视频 ​,None,2,0,2
4555,雅安消防119,2022年08月22日 10:45,//weibo.com/1915445155/M2bHwfVVj?refer_flag=1001030103_,【森林防火“九不”！】秋季天干物燥，森林防火形势严峻。一个烟头、一个疏忽……都有可能造成一片森林的毁灭！牢记九“不”，从点滴做起，让火灾远离森林！#重庆山火##重庆已组织1500余人扑救巴南山火##贵州赤水山火##重庆北碚区发生山火# ​​​,blue,0,0,0
4556,利津发布,2022年08月22日 10:45,//weibo.com/2420473605/M2bHv7i3A?refer_flag=1001030103_,#利津县融媒体中心# 重庆发生多处山火 目前正全力扑救暂无人员伤亡O网页链接 ​,blue,10,0,6
4557,今年一定要去留学,2022年08月22日 10:45,//weibo.com/7756560653/M2bHrgKF0?refer_flag=1001030103_,#重庆山火#希望重庆早点下雨 ​,None,0,0,0
4558,一百铢,2022年08月22日 10:45,//weibo.com/2589508651/M2bHqF6at?refer_flag=1001030103_,#重庆山火#🙏为川渝求雨注入微薄意志力 ​,ip,0,0,3
4559,协尔北碚海宇店,2022年08月22日 10:45,//weibo.com/6340176103/M2bHqlioT?refer_flag=1001030103_,#重庆北碚区发生山火##重庆# 今年的重庆处于水浅火热中​​高温、疫情、山火、限电都不得虚      重庆雄起   重庆人民雄起  ​​​ 2重庆·协尔口腔(北碚海宇店) ​,ip,0,0,5
4560,中国青年报,2022年08月22日 10:45,//weibo.com/1726918143/M2bHlzjE8?refer_flag=1001030103_,【#重庆山林火灾目前火势可控#】据重庆市委宣传部消息，8月18日以来，由于持续高温干旱，重庆江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。火灾发生后，重庆迅速启动市区应急预案，共调集5000余名市区两级应急局专业救援队、森林消防、武警部队、消防救援及当地干部群众全力灭火，重庆市应急局航空救援总队投入7架直升机开展空中灭火，共转移群众540户1500余人，目前，各处山火得到有力压制，暂无人员伤亡。（央视新闻客户端） 收起d,blue,13,27,112
4561,亚米191919,2022年08月22日 10:44,//weibo.com/7640373231/M2bHkaavb?refer_flag=1001030103_,#重庆山火#今年这天气太反常了，感觉雨带北移了，山东这两天又下雨了，期盼重庆来一场大雨吧🙏🙏 ​,None,0,0,0
4562,启启启麻麻,2022年08月22日 10:44,//weibo.com/2965246723/M2bHji2FP?refer_flag=1001030103_,#重庆山火#北碚缙云山，山火烧了一晚上，还没灭 ​,None,0,10,7
4563,帅夕夕家的Carol,2022年08月22日 10:44,//weibo.com/2208167885/M2bHh9zhj?refer_flag=1001030103_,凌晨骑共享单车往返七公里做核酸。早餐吃完小杨生煎发现太阳伞丢了。在39度炎炎烈日下找买遮阳器具。同学群里一堆重庆发生山火的视频。除了火热还是火热。。。 ​,ip,0,0,5
4564,华夏时报,2022年08月22日 10:44,//weibo.com/1838672663/M2bHex8ZA?refer_flag=1001030103_,【#重庆多地发生山林火灾# 目前火势可控 暂无人员伤亡】8月18日以来，由于持续高温干旱，重庆江津、大足、铜梁、巴南等区先后发生山林火灾。22日早，据@巴南发布消息，专业救援队正有序开展山火扑救，社会力量请勿自行前往。#社会力量请勿自行前往火场##重庆多地发生山林火灾火势可控# L华夏时报的微博视频 收起d,blue,0,0,1
4565,TF家族-凌0妖,2022年08月22日 10:44,//weibo.com/7432603179/M2bHdCO21?refer_flag=1001030103_,#重庆山火#平安🙏 ​,None,0,0,2
4566,裴日落,2022年08月22日 10:44,//weibo.com/2696857901/M2bHbh860?refer_flag=1001030103_,#重庆山火#看来挺严重啊！希望没有人员伤亡！🙏 ​,ip,0,0,0
4567,营口消防在身边,2022年08月22日 10:44,//weibo.com/2096303875/M2bH9vKzP?refer_flag=1001030103_,【遇到山火该如何逃生】#重庆现已组织1500余人扑救巴南山火# 山火带来的危害是毁灭性的。如果遇到它，我们应该怎么逃生呢？戳图，一起看看了解。 ​​​#缙云山##贵州赤水山火# ​​​,blue,2,2,3
4568,源家小妹i,2022年08月22日 10:44,//weibo.com/5221807461/M2bH7rGbE?refer_flag=1001030103_,#重庆山火#现在阳台上都还是从巴南区吹过来火烧的味早上起来阳台全是灰，快点来场雨吧 ​,yellow,0,2,2
4569,北京市众安公益基金会,2022年08月22日 10:44,//weibo.com/2190405413/M2bH6eE4Q?refer_flag=1001030103_,【#重庆山火#如遇山火如何逃生？】森林火灾突发性强、破坏性大、扑救极为困难。森林火灾对人造成的伤害主要有哪些？遇到森林火灾应该如何逃生？前排提示：#附近群众请不要靠近火场#！#跟着安安涨知识# 戳视频了解↓↓#四川泸州突发山火##应急科普# @杭州应急管理 L应急管理部的微博视频 ​​​,blue,27,28,31
4570,有生之年见到川川,2022年08月22日 10:44,//weibo.com/5677533978/M2bH0CHt9?refer_flag=1001030103_,#重庆山火#下一场雨吧，快点降温吧，高温、疫情、山火，重庆好惨 ​,None,0,0,0
4571,Lotus喜荷,2022年08月22日 10:44,//weibo.com/7558620432/M2bGZdAeA?refer_flag=1001030103_,#重庆山火#🙏🙏平安，保重 ​,None,0,0,0
4572,冰儿水水,2022年08月22日 10:44,//weibo.com/1085980354/M2bGXlAEb?refer_flag=1001030103_,#重庆山火#太可怕了，一直关注，感觉太难了啊平平安安！都请平平安安只要大家平平安安！火快点灭啊！！ ​,None,0,0,0
4573,有没有一个很长很长的名字呢,2022年08月22日 10:43,//weibo.com/5281056322/M2bGTgJsn?refer_flag=1001030103_,#蔡徐坤#打卡打卡#为什么说钝感比敏感更重要# #你有睡眠拖延吗#？#许多人熬夜是为了好好休息##年轻人有必要做生活规划吗#打卡#苏有朋会是下一个王心凌吗##喝凉水真的伤胃吗##新神榜杨戬观后感##杨戬观后感##ip风向标##原生家庭对你的影响有多深# #水果为什么越来越贵##你最喜欢什么小说设定##人类的嘴瓢还有救吗##镜头里的100种快乐夏日##颜淡成长的代价有多大##你能接受公共场合秀恩爱吗##新版红绿灯##为什么我们越来越喜欢独处#打卡#兴趣变成职业是种啥体验##重庆为啥这么热##山火##和喜欢的人错过什么体验##还记得读书时你喜欢的人吗##天热不想排队我在东莞##请饿了么为我的城免单#打卡#如果你是一个内向的人##脱发到底怎么办##哪些男演员适合演小说男主##MLF利率下调释放什么信号##投入全部的感情真的值得吗##假如生命只剩一晚你有什么遗憾##102岁外婆害羞说泡泡吹大了##台湾一高中生为赚36万把好友卖去柬埔寨# #主持人叫肖战小朋友##三线城市为何出现晚婚趋势#打卡#你生活中有哪些错位快乐##和最好的朋友结婚是种什么体验##学习需要有氛围感吗##误吞异物有多可怕##如何看待娱乐圈演员说数字台词##你为什么不换手机了##带娃真的很心酸吗#打卡#做不被定义的女生有多酷##如何评价新神榜杨戬的想象力##睡前玩手机为什么会影响睡眠##如何合理获得裁员补偿金##今日说法##中国家长开始送孩子去泰国读书##7岁小女孩独自横渡钱塘江#打卡#警犬来了##王鹤棣戴假刘海旧照#打卡#ufo##出门在外有人拦车要不要搭##这小猫咪怎么顺拐##俞敏洪安利杨戬##毒贩面对围堵直接撞向警车欲逃窜##烂柯杯##世界围棋圣地#打卡#纸嫁衣##浙大体育系新生跳不到三米自己搬行李##雷佳音#打卡打卡 收起d,None,0,0,0
4574,昌吉州消防救援支队,2022年08月22日 10:43,//weibo.com/2534115874/M2bGMqFcS?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ​ 收起d,blue,11,4,15
4575,疯子柚子·,2022年08月22日 10:43,//weibo.com/6438755409/M2bGLBPEM?refer_flag=1001030103_,起床后走到厨房一股烧焦的烟味儿（厨房窗户没关）到处都是山火🔥愿重庆早日下雨降温 ​,yellow,0,0,0
4576,爱美de搭配,2022年08月22日 10:43,//weibo.com/2473110517/M2bGL2CGV?refer_flag=1001030103_,#爱美私服#穿搭最近眼睛恢复又不太好所以这周穿搭我就打算中午或者下午发，总觉得早起看手机眼睛不舒服。还有发私信让我介绍手术情况的，都说了少用眼，我难道还要一对一讲解，（做完手术当天就有人私信问我的）这也不是几句话能说清楚的。着急的可以去其他平台搜搜有很多手术感受的。重庆极端高温天又遇上疫情，好多山头起火，昨晚到现在，我家里都闻得到糊味，阳台上，小区里都是山火灰。除了节能生活，盼着下雨，我们也没有其他可以做了 。 收起d,ip,0,17,90
4577,重庆杜莎夫人蜡像馆,2022年08月22日 10:43,//weibo.com/5807150046/M2bGKlu8h?refer_flag=1001030103_,受近期连续高温天气及突发山火影响，我市电力供应形势严峻。为积极响应政府节能限电政策，保障群众基本需要，重庆杜莎夫人蜡像馆自2022年8月22日起调整营业时间如下： ​,blue,0,0,1
4578,暮色渐远浅,2022年08月22日 10:43,//weibo.com/3018008417/M2bGK7cmf?refer_flag=1001030103_,#等风等雨等降温重庆等你#昨天一直闻到空气里的焦糊味，重庆今年太难了，持续高温，多地发生山火，天佑我重庆！快点下雨🌧️降温吧！ ​​​,None,0,0,0
4579,新城法院,2022年08月22日 10:43,//weibo.com/3877456382/M2bGH8MA9?refer_flag=1001030103_,#重庆北碚区发生山火# 【《森林防火十不要》】林区树木众多，聚集了大量可燃物，遇明火极易引发火灾。尤其是正值夏季高温，天干物燥，我们更需要提高森林防火意识，严防森林火灾发生。进入林区，千万不能做这十件事！戳视频了解↓ ↓#四川泸州突发山火# L应急管理部的微博视频 ​​​,blue,0,0,0
4580,给朕拖下去,2022年08月22日 10:43,//weibo.com/2388416230/M2bGGzkTS?refer_flag=1001030103_,疫情 持续高温 山火 限电  重庆人民在历劫 ​,None,0,0,0
4581,WS偏执狂,2022年08月22日 10:43,//weibo.com/7462193109/M2bGF6UuR?refer_flag=1001030103_,重庆巴南区发生山火，志愿者和物资迅速到达，看看这凝聚力。#重庆山火##重庆已组织1500余人扑救巴南山火# LWS偏执狂的微博视频 ​,ip,86,187,4162
4582,桂阳法院,2022年08月22日 10:43,//weibo.com/3953646138/M2bGEqRgK?refer_flag=1001030103_,【#突遇森林火灾逃生自救指南#】据人民日报报道，21日，重庆北碚区缙云山发生山火。后续情况正在了解中。近期天干物燥，森林火险等级高，森林防火形势严峻。森林火灾突发性强、破坏性大，扑救极为困难，可能造成惨重的人员伤亡和财产损失。一旦遇到森林火灾，如何安全逃生？戳视频学习↓↓#重庆山火##贵州赤水山火#@央视一套 L央视一套的微博视频 收起d,blue,0,24,31
4583,阿漫漫AM,2022年08月22日 10:43,//weibo.com/2234209504/M2bGEt4Af?refer_flag=1001030103_,#重庆山火#望平安，不要有人受伤 ​,yellow,0,0,0
4584,起点新闻,2022年08月22日 10:43,//weibo.com/1909377960/M2bGDzOAv?refer_flag=1001030103_,【#重庆江津支坪镇山火已整体可控#】8月22日，重庆江津区通报支坪镇山火已整体可控，暂无人员伤亡。18日22时许，江津区支坪镇仁龙村发生山火，当地组织综合救援力量1900余人、专业扑救人员466人、投入各类扑火装备2536台（件）、救护车5辆、直升机3架参与处置。截至21日24时，山火东线、西线已扑灭，南线火势已有效阻断，正全力以赴阻击北线。经初步评估，火场过火面积近100亩。#重庆山火# @新京报我们视频 L新京报我们视频的微博视频 收起d,blue,0,0,1
4585,咕咕呱呱咕呱咕,2022年08月22日 10:43,//weibo.com/5281273891/M2bGAEHyI?refer_flag=1001030103_,#重庆山火#多希望石家庄的这场大雨下在重庆 ​,None,0,0,0
4586,·雪碧没有汽·,2022年08月22日 10:43,//weibo.com/5854353838/M2bGzuYuN?refer_flag=1001030103_,#重庆山火# 太恐怖了重庆快点下雨吧☔️☔️☔️ ​,ip,0,0,0
4587,荻柚青,2022年08月22日 10:42,//weibo.com/6470443484/M2bGwwybI?refer_flag=1001030103_,#川渝人民要哭了##重庆山火# 连续一个多月的高温了还不下雨，晚上太阳下山出外面吹的风就像是暖气一样，除了有事情压根就不想在外面多待一秒，因为资源问题，川渝地区还限电。疫情来了又来搞心态，山火一波未平一波又起，消防战士和医护人员冒着外面43度的高温工作，这个天气真的很容易中暑，还有为了工作养家糊口的人民，都需要一个平稳的生活，来场雨吧我们都在期待春暖花开重庆加油，重庆志愿者英雄们你们辛苦啦#重庆疫情# 收起d,None,0,0,2
4588,快乐哈哩,2022年08月22日 10:42,//weibo.com/1762189653/M2bGtAkXd?refer_flag=1001030103_,【#巴南山火市民凌晨接力搬捐赠物资#：都是自发的 很齐心】8月22日，重庆，巴南界石火灾紧急扑救中，许多市民参与到志愿者活动中，捐献物资并自发转运。市民张女士表示，当时山上火太大，物资只能用摩托车分批次转运上去。现场有很多志愿者，大家都非常齐心，一说这个地方有十几箱水，大家都自发上来搬运，都是爱心人士自发组织。现场非常炎热，真的觉得大家都很不容易。#蓝v视界#2重庆·巴南区 L沸点正能量的微博视频 收起d,yellow,0,0,1
4589,1kyG_wonEune,2022年08月22日 10:42,//weibo.com/1775006181/M2bGsopEw?refer_flag=1001030103_,#重庆山火#顶🔝🆙🆙 ​,None,0,0,1
4590,送你三亿,2022年08月22日 10:42,//weibo.com/5304603579/M2bGocY6D?refer_flag=1001030103_,#重庆山火# 快来一场雨吧🙏 高温 限电 山火 疫情 川渝真的太让人担心了 ​,yellow,0,0,2
4591,老凯叔,2022年08月22日 10:42,//weibo.com/1390157045/M2bGiyP2i?refer_flag=1001030103_,20220822日常人间清醒，再摆个馒头阵，希望重庆早日度过这持续高温、疫情封控、多处山火等 2重庆 ​,None,0,0,1
4592,随县检察,2022年08月22日 10:42,//weibo.com/5154690841/M2bGh9GsE?refer_flag=1001030103_,#重庆山火#【#突遇森林火灾逃生自救指南#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。天干物燥，森林火险等级高，森林防火形势严峻。森林火灾突发性强、破坏性大，扑救极为困难，可能造成惨重的人员伤亡和财产损失。一旦遇到森林火灾，如何正确处置、安全逃生？戳视频学习↓  via.人民日报、央视一套 央视一套的微博视频L央视一套的微博视频 收起d,blue,8,18,25
4593,-妤嘉彩彩子-,2022年08月22日 10:42,//weibo.com/6348545591/M2bG9tFvE?refer_flag=1001030103_,#重庆山火#重庆快点下雨吧！！！ ​,yellow,0,0,2
4594,礁点视频,2022年08月22日 10:42,//weibo.com/1843773975/M2bG8x8Dh?refer_flag=1001030103_,#1500余人紧急扑救！重庆巴南山火 8月21日17:00时左右，重庆巴南区界石镇新玉村，所辖山林发生火灾。 L礁点视频的微博视频 ​,blue,1,0,16
4595,我想应该没有人比我更能窜稀了,2022年08月22日 10:42,//weibo.com/2430278731/M2bG8gE9f?refer_flag=1001030103_,#重庆山火#重庆真的太难了 山火高温疫情限电封控 ​,None,0,4,0
4596,玟皇_,2022年08月22日 10:41,//weibo.com/7346517975/M2bG808kd?refer_flag=1001030103_,#重庆山火#下场雨吧😭 ​,yellow,0,0,1
4597,又见白云几朵_,2022年08月22日 10:41,//weibo.com/6508639163/M2bG1tRJh?refer_flag=1001030103_,#重庆山火#快点下雨吧  到处都有山火真的要热死了 ​,yellow,0,0,1
4598,草莓酱里不放糖,2022年08月22日 10:41,//weibo.com/6645096371/M2bG01qCU?refer_flag=1001030103_,#重庆山火#希望这场火的尘埃可以带来降雨，虽然很不愿意山火，但即已发生，便愿平安。 ​,ip,0,0,0
4599,快乐哈哩,2022年08月22日 10:41,//weibo.com/1762189653/M2bFX0Plt?refer_flag=1001030103_,#重庆山火#【重庆已组织1500余人扑救巴南山火  过火面积和起火原因正在调查】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。 L燃新闻的微博视频 收起d,yellow,0,0,0
4600,沙河口检察,2022年08月22日 10:41,//weibo.com/5510807841/M2bFX0Pch?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ​,blue,0,0,0
4601,晡杳姂玷,2022年08月22日 10:41,//weibo.com/7491332077/M2bFWstWA?refer_flag=1001030103_,#重庆北碚区发生山火#我看见了 ​,yellow,0,3,3
4602,SUGA味的Mi鹿,2022年08月22日 10:41,//weibo.com/5252525387/M2bFVAknO?refer_flag=1001030103_,#重庆大足区山火燃烧一夜未灭# 大足烧了两天了还没灭真的没有人管管吗火太大了消防队都忙不过来男朋友凌晨被拉去支援重庆这么高的温度还要救火真的要热死人的求求重庆赶紧下雨吧 ​,None,0,7,4
4603,合肥在线,2022年08月22日 10:41,//weibo.com/1732739184/M2bFRFnVE?refer_flag=1001030103_,【#重庆开州区发生山火# 无人员伤亡】记者从重庆市开州区森林防火指挥部了解到，2022年8月21日15时42分许，开州区竹溪镇三升村发生一起火情。开州区委区政府第一时间启动应急预案，组织救援力量全力扑救。目前，附近居民已及时疏散，其中两个火点明火已经扑灭，无人员伤亡。（央视新闻） #重庆山火# ​,blue,0,0,5
4604,一只豆花咸鱼,2022年08月22日 10:41,//weibo.com/6796435977/M2bFQf8V1?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#祈求所有人平平安安 ​,None,0,0,0
4605,双流应急,2022年08月22日 10:41,//weibo.com/2881030352/M2bFP4jtR?refer_flag=1001030103_,#应急科普#【遭遇森林火灾应如何避险？】森林火灾突发性强、破坏性大，在遇到森林火灾时，应如何采取避险措施确保自身安全？戳图了解↓↓#重庆山火##贵州赤水山火##四川泸州突发山火##重庆巴南山火当地紧急招募志愿者##重庆北碚区发生山火##重庆已组织1500余人扑救巴南山火#@黑龙江森林消防 @黑河森林消防（应急管理部） 收起d,blue,0,0,0
4606,有没有一个很长很长的名字呢,2022年08月22日 10:41,//weibo.com/5281056322/M2bFKkwLA?refer_flag=1001030103_,#不可辜负的美食#打卡打卡#为什么说钝感比敏感更重要# #你有睡眠拖延吗#？#许多人熬夜是为了好好休息##年轻人有必要做生活规划吗#打卡#苏有朋会是下一个王心凌吗##喝凉水真的伤胃吗##新神榜杨戬观后感##杨戬观后感##ip风向标##原生家庭对你的影响有多深# #水果为什么越来越贵##你最喜欢什么小说设定##人类的嘴瓢还有救吗##镜头里的100种快乐夏日##颜淡成长的代价有多大##你能接受公共场合秀恩爱吗##新版红绿灯##为什么我们越来越喜欢独处#打卡#兴趣变成职业是种啥体验##重庆为啥这么热##山火##和喜欢的人错过什么体验##还记得读书时你喜欢的人吗##天热不想排队我在东莞##请饿了么为我的城免单#打卡#如果你是一个内向的人##脱发到底怎么办##哪些男演员适合演小说男主##MLF利率下调释放什么信号##投入全部的感情真的值得吗##假如生命只剩一晚你有什么遗憾##102岁外婆害羞说泡泡吹大了##台湾一高中生为赚36万把好友卖去柬埔寨# #主持人叫肖战小朋友##三线城市为何出现晚婚趋势#打卡#你生活中有哪些错位快乐##和最好的朋友结婚是种什么体验##学习需要有氛围感吗##误吞异物有多可怕##如何看待娱乐圈演员说数字台词##你为什么不换手机了##带娃真的很心酸吗#打卡#做不被定义的女生有多酷##如何评价新神榜杨戬的想象力##睡前玩手机为什么会影响睡眠##如何合理获得裁员补偿金##今日说法##中国家长开始送孩子去泰国读书##7岁小女孩独自横渡钱塘江#打卡#警犬来了##王鹤棣戴假刘海旧照#打卡#ufo##出门在外有人拦车要不要搭##这小猫咪怎么顺拐##俞敏洪安利杨戬##毒贩面对围堵直接撞向警车欲逃窜##烂柯杯##世界围棋圣地#打卡#纸嫁衣##浙大体育系新生跳不到三米自己搬行李##雷佳音#打卡打卡 收起d,None,0,1,0
4607,出彩酸辣鸡肉套餐,2022年08月22日 10:40,//weibo.com/3561603120/M2bFBqoik?refer_flag=1001030103_,#重庆山火#我在家都闻到味了 ​,None,0,0,0
4608,是时间魔法呀,2022年08月22日 10:40,//weibo.com/7380020817/M2bFB8MGP?refer_flag=1001030103_,#重庆北碚区发生山火#天哪，重庆好多地方都发生了山火，俺的学校还在北碚，真的好心疼我大重庆，四十多度的高温谁能受得了啊，希望救火人员们平平安安，重庆人民平平安安，重庆平平安安！以前不喜欢下雨，现在恨不得让它下个三天三夜不停的下 ​,ip,0,0,2
4609,he半仙儿fighting,2022年08月22日 10:40,//weibo.com/5754085975/M2bFzouA5?refer_flag=1001030103_,#重庆山火#重庆加油！希望自愿者消防官兵都平安！ ​,yellow,0,0,0
4610,小池慕子,2022年08月22日 10:40,//weibo.com/6447270583/M2bFqvrYz?refer_flag=1001030103_,#重庆山火# 我最喜欢的山城啊重庆下雨吧 快把山火扑灭 就这几天 好几场了 降温降温下雨下雨🙏🙏 ​,None,0,2,0
4611,cwyyy_cynthiaosh,2022年08月22日 10:40,//weibo.com/5576845230/M2bFormWj?refer_flag=1001030103_,#重庆山火#真的会害怕 ​,yellow,0,2,0
4612,赵宏民,2022年08月22日 10:40,//weibo.com/1329201253/M2bFmni5k?refer_flag=1001030103_,#川渝人民要哭了##重庆山火# 大自然就是这样，有时候波涛汹涌，有时候河床裸露。有时候曲径通幽，有时候火光冲天。相比较大自然，我们人类还是太脆弱了。本来我们以为自己可以改天换日，重塑地球，没想到地球升一点点温度，就是我们人类难以承受之痛。却原来，我们的空调也就能让我们自己屋里舒服点。我们的尖端科技，也就是给地球挠挠痒、逗逗乐。 地球不需要我们改造，反而我们需要地球的眷顾。敬畏大自然吧！ 收起d,gold,9,7,158
4613,门前大桥下嘎嘎嘎嘎嘎,2022年08月22日 10:40,//weibo.com/6816854003/M2bFm5GM6?refer_flag=1001030103_,#重庆山火#只是后勤都累得全身酸痛，不敢想象一线人员 ​,None,0,9,5
4614,鸱鸮_,2022年08月22日 10:40,//weibo.com/7405308807/M2bFkBVmQ?refer_flag=1001030103_,#重庆山火#热度又降了是吧，渣浪你搞什么，我们这么多人辛辛苦苦想让这热搜上去，你眼瞎吗渣浪，我们这阅读量和讨论量这么多，凭什么热度越来越低 ​,None,0,5,2
4615,沉ni于他,2022年08月22日 10:39,//weibo.com/5991867986/M2bFk60Mv?refer_flag=1001030103_,#重庆山火#愿平安 ​,None,0,0,0
4616,汤小鲜和范小满官方,2022年08月22日 10:39,//weibo.com/7730098177/M2bFjbGvx?refer_flag=1001030103_,重庆前几天沙坪坝疫情，这几天又是高温引发山火，这个夏天的高温真是让人印象深刻啊加油吧希望可以快点降温！汤小鲜一直陪伴着我们的门店！#重庆已组织1500余人扑救巴南山火##重庆山火##重庆##重庆疫情##高温# 2成都 ​,blue,0,0,0
4617,鲨鱼辣椒叻,2022年08月22日 10:39,//weibo.com/7484007126/M2bFiA2MF?refer_flag=1001030103_,#重庆山火#重庆真的太热了！太！热！啦！ ​,ip,0,0,0
4618,你是年少的歡喜s,2022年08月22日 10:39,//weibo.com/5511169811/M2bFgb4N1?refer_flag=1001030103_,#重庆山火#愿平安🙏 ​,None,0,0,0
4619,檀深雪散探梅晚,2022年08月22日 10:39,//weibo.com/2730364351/M2bFe5UBx?refer_flag=1001030103_,#重庆山火#人工降雨需要很多云层，云层要已经降水或者无限接近于降水，这是必要的条件，所以没云就不会进行人工降雨 ​,ip,0,9,17
4620,桂阳法院,2022年08月22日 10:39,//weibo.com/3953646138/M2bFbvGet?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ​ 收起d,blue,0,18,23
4621,含泪吃完三碗饭,2022年08月22日 10:39,//weibo.com/7368172294/M2bF7CVJ7?refer_flag=1001030103_,提问：朋友圈里面祈祷重庆山火熄灭却配着一张自拍的人 是什么意思 ​,ip,0,2,0
